date,close,open,high,low,rsi,MACD_12_26,mavg,CSI,kalman
2017-02-28,2091.64,2087.26,2094.41,2084.36,57.12236119295793,8.960161447603241,2082.795,94.4,2077.7949788872306
2017-03-02,2102.65,2105.19,2112.58,2096.31,62.1222244676817,9.35922964033989,2083.9035,96.7,2080.160431946582
2017-03-03,2078.75,2090.92,2091.59,2072.09,48.815280664350645,7.658679311112337,2084.2905,96.7,2080.026212628498
2017-03-06,2081.36,2073.2,2083.8,2067.68,50.07302923040073,6.447266041078365,2084.7005,96.7,2080.153129379702
2017-03-07,2094.05,2080.77,2096.79,2079.16,55.76456657354612,6.436987655255507,2085.5199999999995,96.7,2081.4754121783817
2017-03-08,2095.41,2092.27,2101.56,2088.19,56.33901346941391,6.464068832684916,2086.53,96.7,2082.801221236175
2017-03-09,2091.06,2098.29,2100.08,2090.73,53.92678115816131,6.064613130298767,2087.829,96.7,2083.5869740024177
2017-03-10,2097.35,2088.67,2102.05,2082.31,56.8066508934292,6.184303242328952,2089.4025,96.7,2084.896367821192
2017-03-13,2117.59,2102.37,2122.88,2100.91,64.49682290371268,7.822188050987279,2091.528,96.7,2088.006710834338
2017-03-14,2133.78,2127.12,2135.5,2124.42,69.21787502888765,10.30779936203271,2094.2845,96.7,2092.361308444787
2017-03-15,2133.0,2128.42,2135.38,2127.26,68.7435934636351,12.075525610150637,2097.206,96.7,2096.227363980357
2017-03-16,2150.08,2154.98,2156.85,2143.01,73.09154497467918,14.685390612406536,2100.5170000000003,96.7,2101.350420730666
2017-03-17,2164.58,2150.47,2164.59,2148.86,76.12758082860972,17.719496917736706,2104.654,96.7,2107.36544576683
2017-03-20,2157.01,2160.32,2160.57,2151.51,71.58647452471381,19.29083949977303,2108.4755,96.7,2112.0880834186114
2017-03-21,2178.38,2162.95,2181.99,2160.25,75.94821888637256,22.00683907829398,2113.175,96.7,2118.3943190960044
2017-03-22,2168.3,2159.97,2170.0,2158.96,70.45428779901272,23.07986622296676,2116.4435,96.7,2123.1417301154243
2017-03-23,2172.72,2174.09,2182.42,2170.56,71.43021844225994,24.01013117992716,2119.749,96.7,2127.85797062315
2017-03-24,2168.95,2171.36,2179.34,2163.34,69.32678245348734,24.164610776635072,2122.815,96.7,2131.7669223486128
2017-03-27,2155.66,2161.17,2165.25,2153.14,62.355821628323774,22.950090679734785,2125.892,96.7,2134.039785506209
2017-03-28,2163.31,2166.58,2169.14,2157.71,64.56459010753954,22.34726051059988,2129.7815,96.7,2136.8241484968626
2017-03-29,2166.98,2172.31,2172.31,2162.04,65.60717059218004,21.91305156884937,2133.5485,96.7,2139.692751988641
2017-03-30,2164.64,2170.18,2174.16,2159.16,64.3079840812434,21.13647132595179,2136.648,96.7,2142.065877649064
2017-03-31,2160.23,2166.62,2166.93,2159.8,61.82325261498577,19.935373171819265,2140.722,96.7,2143.793750675253
2017-04-03,2167.51,2166.04,2171.33,2161.26,64.27705345716855,19.34789885536975,2145.0295,101.2,2146.049770196578
2017-04-04,2161.1,2165.23,2166.94,2156.89,60.584608529917794,18.15579904783408,2148.382,101.2,2147.481428967624
2017-04-05,2160.85,2161.9,2164.85,2146.98,60.43878069654249,16.994971004347917,2151.654,101.2,2148.753118215357
2017-04-06,2152.75,2152.64,2153.83,2143.3,55.7560437580432,15.245661614102572,2154.7385000000004,101.2,2149.133322500258
2017-04-07,2151.73,2154.87,2155.7,2142.51,55.17629947673424,13.620012814177244,2157.4574999999995,101.2,2149.3803318921982
2017-04-10,2133.32,2148.83,2148.83,2128.35,45.89963133729976,10.722538537151197,2158.244,101.2,2147.8525907955704
2017-04-11,2123.85,2129.23,2136.55,2117.82,41.98892602894034,7.574801841051794,2157.7475000000004,101.2,2145.5693422070126
2017-04-12,2128.91,2128.17,2129.82,2122.94,44.70008854064278,5.425950562443632,2157.543,101.2,2143.984621299446
2017-04-13,2148.61,2130.64,2148.61,2125.87,53.76067874024342,5.252053400429304,2157.4695,101.2,2144.4246106057567
2017-04-14,2134.88,2138.28,2141.61,2127.8,47.87339130072944,3.960686069501208,2155.9845,101.2,2143.516679390853
2017-04-17,2145.76,2140.87,2150.7,2138.7,52.32844419129898,3.771715242483879,2155.422,101.2,2143.730075257297
2017-04-18,2148.46,2155.36,2155.36,2139.31,53.39298960065574,3.796063281230545,2153.926,101.2,2144.1800092703484
2017-04-19,2138.4,2144.98,2148.03,2133.82,49.00223046006861,2.9693722770443856,2152.431,101.2,2143.630186048372
2017-04-20,2149.15,2138.19,2150.43,2134.05,53.41115333358204,3.145390752088588,2151.2525,101.2,2144.1552581474725
2017-04-21,2165.04,2161.24,2169.46,2156.64,59.04709112721267,4.515030403452784,2151.057,101.2,2146.1419182918694
2017-04-24,2173.74,2175.5,2177.89,2166.83,61.77372162766557,6.23067365847055,2151.961,101.2,2148.767184424036
2017-04-25,2196.85,2175.7,2196.85,2174.11,67.8895264861429,9.347366537377184,2153.638,101.2,2153.3410595925066
2017-04-26,2207.84,2202.37,2210.61,2200.73,70.32127816917924,12.55939239364443,2155.681,101.2,2158.525268056628
2017-04-27,2209.46,2201.72,2211.59,2199.76,70.67383553012473,15.062040658313435,2157.922,101.2,2163.370431231544
2017-04-28,2205.44,2214.36,2217.04,2202.2,68.49930028841584,16.53047402056609,2160.1825,101.2,2167.3722962009065
2017-05-02,2219.67,2213.61,2229.74,2212.87,71.80622664519683,18.62773122437602,2162.7905,108.0,2172.347111726325
2017-05-04,2241.24,2224.91,2241.24,2224.91,75.93093682136873,21.77928337864978,2166.7975,108.0,2178.900542921849
2017-05-08,2292.76,2245.61,2292.76,2244.23,82.51194176862366,28.110108760161893,2173.393,108.0,2189.7314156690354
2017-05-10,2270.12,2294.1,2323.22,2264.31,73.05851773551224,30.94377413017719,2179.2615,108.0,2197.3783739300634
2017-05-11,2296.37,2278.47,2297.67,2271.66,76.43033010602625,34.90526381745167,2186.4935,108.0,2206.794945088681
2017-05-12,2286.02,2296.06,2296.51,2283.38,72.573624809757,36.78557324403437,2194.1285,108.0,2214.331222552097
2017-05-15,2290.65,2288.23,2297.31,2280.6,73.22452328667613,38.20888606265044,2202.4685,108.0,2221.5910405358995
2017-05-16,2295.33,2306.73,2309.0,2283.84,73.89882527730003,39.26192162068128,2210.7895,108.0,2228.6054534864043
2017-05-17,2293.08,2291.56,2295.87,2283.01,72.94767306709021,39.460032993831646,2218.013,108.0,2234.7385898252755
2017-05-18,2286.82,2271.27,2288.85,2267.08,70.23893564875479,38.66618825206842,2225.61,108.0,2239.6928299920364
2017-05-19,2288.48,2286.78,2293.82,2282.13,70.55121358777316,37.7360114515177,2232.746,108.0,2244.3337057995486
2017-05-22,2304.03,2300.68,2305.21,2292.95,73.37005183344843,37.81765627784944,2240.5245000000004,108.0,2250.0123111947864
2017-05-23,2311.74,2308.69,2326.57,2303.15,74.66494310982308,38.06569531525702,2249.1915,108.0,2255.8841528329667
2017-05-24,2317.34,2319.37,2322.54,2312.93,75.59324937195228,38.27295444353604,2257.601,108.0,2261.7301355459845
2017-05-25,2342.93,2325.49,2343.72,2321.26,79.32186564980003,40.04054544781684,2266.4955,108.0,2269.4542663666566
2017-05-26,2355.3,2344.39,2364.8,2341.61,80.84521368248919,41.95588830931547,2275.5735,108.0,2277.620335123748
2017-05-29,2352.97,2362.59,2371.67,2344.25,79.65487364589148,42.79251433118088,2283.3795,108.0,2284.787966147053
2017-05-30,2343.68,2356.54,2358.69,2332.16,74.91845566989417,42.21924395707356,2290.1715,108.0,2290.390066292145
2017-05-31,2347.38,2339.25,2355.23,2338.25,75.54222680561416,41.58412621146727,2297.0675,108.0,2295.8112293051927
2017-06-01,2344.61,2348.31,2351.31,2335.63,74.05731154234411,40.39166500096098,2304.0260000000003,110.8,2300.453208571017
2017-06-02,2371.72,2353.77,2372.65,2353.45,78.50966391155563,41.15971772776129,2311.6285,110.8,2307.232456558235
2017-06-05,2368.62,2376.66,2376.83,2363.61,76.88474539401456,41.04511838006647,2317.9975,110.8,2313.071941847601
2017-06-07,2360.14,2364.96,2369.43,2356.71,72.46635842636013,39.81111469306825,2321.3665,110.8,2317.549287212636
2017-06-08,2363.57,2361.64,2365.52,2347.62,73.13876582419567,38.66423300447377,2326.039,110.8,2321.9270039303697
2017-06-09,2381.69,2371.22,2385.15,2367.81,76.41552018972152,38.770531020481485,2330.305,110.8,2327.611954273352
2017-06-12,2357.87,2370.69,2374.7,2353.35,65.1621727482462,36.51181258834504,2333.8975,110.8,2330.4902485142184
2017-06-13,2374.7,2358.92,2375.81,2358.92,68.6725387337945,35.668636465294185,2338.1,110.8,2334.6956976772144
2017-06-14,2372.64,2384.54,2387.29,2366.92,67.77237435055277,34.437217719709224,2341.9655,110.8,2338.305146476718
2017-06-15,2361.65,2373.36,2378.04,2350.37,63.02588175213247,32.203288870949564,2345.394,110.8,2340.5258238474603
2017-06-16,2361.83,2364.2,2365.37,2355.29,63.07150028008312,30.100429643335247,2349.1445,110.8,2342.552381942317
2017-06-19,2370.9,2364.02,2377.2,2356.84,65.3887867692601,28.833398286733427,2353.2655000000004,110.8,2345.2489468988774
2017-06-20,2369.23,2382.54,2382.54,2365.45,64.58517776889424,27.37890479325005,2356.5255,110.8,2347.530142704437
2017-06-21,2357.53,2358.23,2359.97,2346.19,59.10470942869379,24.994000719515043,2358.815,110.8,2348.481378349583
2017-06-22,2370.37,2364.22,2370.39,2354.1,62.83219189715255,23.86492771907342,2361.4665,110.8,2350.563531776468
2017-06-23,2378.6,2371.54,2380.94,2369.17,65.03222780987494,23.36488559372356,2363.25,110.8,2353.230498628935
2017-06-26,2388.66,2381.09,2390.7,2377.88,67.55993824392483,23.509355317808968,2364.918,110.8,2356.600727182712
2017-06-27,2391.95,2386.76,2397.14,2383.47,68.36532653896431,23.617081109410265,2366.867,110.8,2359.9633240015105
2017-06-28,2382.56,2382.91,2390.89,2380.75,63.51828457569601,22.68328130386272,2368.811,110.8,2362.1128310428458
2017-06-29,2395.66,2396.81,2402.8,2393.57,67.03022585662276,22.73818708237832,2371.225,110.8,2365.304002872465
2017-06-30,2391.79,2382.15,2391.81,2381.4,65.03833400321791,22.213361842384984,2373.584,110.8,2367.8234812826963
2017-07-03,2394.48,2397.66,2399.9,2384.55,65.79911287377608,21.76361714618088,2374.722,110.9,2370.359180545829
2017-07-04,2380.52,2395.24,2398.02,2376.41,58.6646595781128,20.04961640532383,2375.317,110.9,2371.3257277036128
2017-07-05,2388.35,2377.01,2390.29,2375.63,61.20546956427487,19.102868059577304,2376.7275,110.9,2372.9451602774843
2017-07-06,2387.81,2390.31,2392.5,2380.82,60.92731933599294,18.10034023245862,2377.9394999999995,110.9,2374.3591769962504
2017-07-07,2379.87,2376.29,2385.02,2372.83,56.8372236509782,16.475221960698946,2377.8485,110.9,2374.883393604495
2017-07-10,2382.1,2386.3,2389.87,2378.04,57.69617793167622,15.19212107016756,2379.06,110.9,2375.5698727247827
2017-07-11,2396.0,2386.42,2396.46,2382.69,62.68136082264935,15.12254491866679,2380.125,110.9,2377.513286987747
2017-07-12,2391.77,2395.41,2399.28,2390.45,60.35062262085648,14.558261097192371,2381.0815,110.9,2378.8694557006343
2017-07-13,2409.49,2405.76,2422.26,2402.92,66.04635432491263,15.363813532251696,2383.4735,110.9,2381.7822325878883
2017-07-14,2414.63,2418.27,2421.48,2411.34,67.50456280995144,16.229886653369704,2386.1135,110.9,2384.906873899955
2017-07-17,2425.1,2427.76,2430.34,2419.91,70.30240217539487,17.558691672440546,2388.8234999999995,110.9,2388.730241884072
2017-07-18,2426.04,2425.07,2426.16,2419.17,70.54758338453387,18.47466493043112,2391.664,110.9,2392.2793297136764
2017-07-19,2429.94,2430.09,2430.09,2419.64,71.59537834804979,19.292881415404736,2395.2845,110.9,2395.861798036107
2017-07-20,2441.84,2436.06,2443.69,2427.95,74.56838787220025,20.66336006983784,2398.858,110.9,2400.2354709103697
2017-07-21,2450.06,2438.78,2451.59,2437.84,76.405468389735,22.157343516247693,2402.431,110.9,2404.975025352348
2017-07-24,2451.53,2451.41,2451.53,2443.65,76.72920787173732,23.19260298547169,2405.5745,110.9,2409.403563683146
2017-07-25,2439.9,2450.76,2453.17,2437.14,68.69808945184818,22.811651253548007,2407.972,110.9,2412.3045348082305
2017-07-26,2434.51,2446.82,2446.96,2429.62,65.28742802999429,21.82325144929382,2410.5695,110.9,2414.416827951963
2017-07-27,2443.24,2443.28,2448.24,2435.49,68.05387469897028,21.49657637246446,2412.9485,110.9,2417.1586299440355
2017-07-28,2400.99,2433.46,2434.38,2399.06,48.08211847591199,17.625288761017146,2413.4085,110.9,2415.6205902822057
2017-07-31,2402.71,2392.02,2403.9,2388.39,48.7416183344445,14.528578652208124,2413.82,110.9,2414.392471388991
2017-08-01,2422.96,2397.12,2432.62,2394.27,55.85195950852184,13.552198041007614,2415.942,109.6,2415.207456879611
2017-08-02,2427.63,2431.94,2434.47,2424.18,57.32225148007275,13.00532208589584,2417.906,109.6,2416.389150324638
2017-08-03,2386.85,2423.21,2423.55,2374.11,43.65116532818944,9.175543806695714,2417.858,109.6,2413.579240954872
2017-08-04,2395.45,2389.74,2400.33,2383.45,46.54645616793967,6.756480553115125,2418.637,109.6,2411.854698323619
2017-08-07,2398.75,2402.57,2412.13,2395.74,47.65782745933732,5.047454009105877,2419.4695,109.6,2410.608114918111
2017-08-08,2394.73,2404.68,2410.22,2383.94,46.39243104805947,3.3302684944651446,2419.406,109.6,2409.0977104754547
2017-08-09,2368.39,2379.7,2387.53,2366.33,39.07206038048202,-0.1542531309028163,2418.237,109.6,2405.225392692797
2017-08-10,2359.47,2360.95,2371.5,2339.06,36.94594658083855,-3.59410052250496,2415.736,109.6,2400.8729145330726
2017-08-11,2319.71,2323.06,2335.12,2310.2,29.294095759948803,-9.419917133903256,2410.99,109.6,2393.152298621052
2017-08-14,2334.22,2336.02,2341.78,2327.8,34.616111582441675,-12.719461007404334,2406.446,109.6,2387.546368313064
2017-08-16,2348.26,2355.74,2358.46,2343.72,39.371456211846336,-14.0396226062162,2402.557,109.6,2383.8092555927
2017-08-17,2361.67,2351.61,2364.5,2346.74,43.59136619291629,-13.844197960200743,2399.1435,109.6,2381.703260631915
2017-08-18,2358.37,2340.19,2362.43,2340.19,42.801854652083485,-13.79656670807799,2394.9700000000003,109.6,2379.48368603494
2017-08-21,2355.0,2363.38,2363.38,2351.96,41.96595195630974,-13.870854852903904,2390.217,109.6,2377.154677311267
2017-08-22,2365.33,2360.29,2369.02,2359.97,45.480732807765584,-12.946939811352422,2385.907,109.6,2376.0298558046825
2017-08-23,2366.4,2376.53,2379.59,2360.71,45.84658810746584,-11.990175151318,2382.232,109.6,2375.113816522656
2017-08-24,2375.84,2370.12,2382.72,2368.29,49.09234039809211,-10.35088460398265,2379.2985,109.6,2375.182894669276
2017-08-25,2378.51,2381.47,2384.59,2372.67,50.00506448351334,-8.735589906167661,2376.062,109.6,2375.499385304255
2017-08-28,2370.3,2376.38,2383.46,2366.23,47.20260753911734,-8.02542352006003,2374.5275,109.6,2375.004794182883
2017-08-29,2364.74,2356.2,2364.74,2332.85,45.34903607238311,-7.821100299946465,2372.629,109.6,2374.0283564371725
2017-08-30,2372.29,2368.13,2372.29,2363.43,48.316930752034935,-6.969609454558849,2370.0955000000004,109.6,2373.862995416726
2017-08-31,2363.19,2373.96,2377.02,2355.29,45.13532504261911,-6.948987174502236,2366.8735,109.6,2372.847727560497
2017-09-01,2357.69,2367.45,2370.25,2351.37,43.28032668519326,-7.292385819192987,2365.4155,107.4,2371.4058499090243
2017-09-04,2329.65,2316.89,2344.82,2316.89,35.31226731103837,-9.715135346295938,2362.1255,107.4,2367.433827944533
2017-09-05,2326.62,2340.62,2340.62,2319.94,34.57158725071004,-11.744296538797698,2358.519,107.4,2363.5514157459097
2017-09-06,2319.82,2324.84,2325.56,2314.31,32.9035754810056,-13.74270719914739,2354.7735,107.4,2359.391468235333
2017-09-07,2346.19,2328.94,2349.79,2328.92,44.15591594015308,-13.048211765527869,2353.6635,107.4,2358.1356795995243
2017-09-08,2343.72,2350.19,2351.73,2340.63,43.42137074475282,-12.55243087861254,2352.876,107.4,2356.764389202439
2017-09-11,2359.08,2354.86,2369.72,2354.35,49.09274432676384,-10.795651769164124,2354.8445,107.4,2356.9846614988755
2017-09-12,2365.47,2372.02,2372.45,2359.12,51.28066471102368,-8.78648691966282,2356.407,107.4,2357.791828661705
2017-09-13,2360.18,2370.54,2373.61,2360.17,49.38825567141135,-7.534218311995119,2357.003,107.4,2358.019003273918
2017-09-14,2377.66,2365.54,2377.66,2358.43,55.26311591721488,-5.072820191320716,2357.8025,107.4,2359.8873515549485
2017-09-15,2386.07,2368.44,2386.07,2365.37,57.80108744021488,-2.415681262686121,2359.1875,107.4,2362.377973945317
2017-09-18,2418.21,2390.58,2418.24,2389.65,65.78882165328491,2.2575265163031872,2362.348,107.4,2367.688991067336
2017-09-19,2416.05,2419.3,2422.05,2411.68,64.89970724970883,5.720837152077365,2364.884,107.4,2372.289328268568
2017-09-20,2412.2,2420.82,2429.12,2405.78,63.25867435586462,8.06193993335819,2367.174,107.4,2376.08582780289
2017-09-21,2406.5,2412.01,2415.13,2401.89,60.80719452298754,9.349562455064644,2368.707,107.4,2378.9789735599984
2017-09-22,2388.71,2404.35,2409.3,2381.81,53.79954152212248,8.832690499648834,2369.217,107.4,2379.904636690816
2017-09-25,2380.4,2388.77,2392.44,2374.69,50.85151570019324,7.664170414925593,2369.722,107.4,2379.95175808695
2017-09-26,2374.32,2371.62,2381.31,2365.34,48.74683429294296,6.1763080076357255,2370.201,107.4,2379.416037538361
2017-09-27,2372.57,2376.89,2377.18,2368.92,48.129370078637145,4.800617426339159,2370.215,107.4,2378.764808751703
2017-09-28,2373.14,2374.1,2379.54,2365.67,48.35881742799479,3.713559364908633,2370.7125,107.4,2378.229749258087
2017-09-29,2394.47,2378.66,2394.47,2378.66,56.17178450590667,4.521094395242017,2372.5515,107.4,2379.774601842725
2017-10-10,2433.81,2425.63,2443.2,2421.1,66.29901318424433,8.240489710799466,2377.7595,108.9,2384.914714876189
2017-10-11,2458.16,2442.49,2458.16,2439.81,70.7969588247879,13.003087297508957,2384.3365000000003,108.9,2391.882166908445
2017-10-12,2474.76,2461.7,2474.76,2459.48,73.40309165496343,17.910500366327142,2392.0835,108.9,2399.7659143145297
2017-10-13,2473.62,2473.65,2479.73,2468.14,72.92180114309357,21.460291228035658,2398.455,108.9,2406.7912784527107
2017-10-16,2480.05,2483.17,2487.71,2470.24,73.95895264383157,24.50983915412553,2405.2715,108.9,2413.760008623702
2017-10-17,2484.37,2484.96,2487.88,2478.76,74.66116194861507,26.964387083066413,2411.536,108.9,2420.476778543852
2017-10-18,2482.91,2481.53,2490.58,2475.67,73.93553211880415,28.463712245819806,2417.408,108.9,2426.41573386336
2017-10-19,2473.06,2485.72,2490.94,2468.67,69.05902477669451,28.52826942751244,2423.052,108.9,2430.8527660400723
2017-10-20,2489.54,2477.3,2489.54,2476.88,72.34547827563209,29.56838380715726,2428.646,108.9,2436.4353845912924
2017-10-23,2490.05,2497.65,2500.33,2485.48,72.4430272376818,30.087010357509826,2433.8450000000003,108.9,2441.535470698632
2017-10-24,2490.49,2489.31,2497.35,2487.17,72.53304623703414,30.18556950257198,2437.459,108.9,2446.192266478625
2017-10-25,2492.5,2495.87,2497.41,2481.48,72.96747379899125,30.07913499226379,2441.2815,108.9,2450.597286016569
2017-10-26,2480.63,2489.6,2495.99,2480.63,66.2986268137341,28.7060693788626,2444.7030000000004,108.9,2453.454145590865
2017-10-27,2496.63,2485.44,2499.15,2479.67,70.24610079745622,28.579524304216648,2449.2095,108.9,2457.5612453726303
2017-10-30,2501.93,2513.87,2513.87,2497.42,71.4394797237351,28.577478740842253,2454.8705,108.9,2461.781819694576
2017-10-31,2523.43,2500.21,2528.32,2498.05,75.69770838332353,29.965306533174044,2462.022,108.9,2467.646098035876
2017-11-01,2556.47,2535.97,2556.47,2535.83,80.50741479419555,33.34682054103314,2471.1295,112.0,2476.0954647795065
2017-11-02,2546.36,2560.34,2561.63,2542.02,75.57834979731136,34.809638404272846,2479.8190000000004,112.0,2482.7793732097903
2017-11-03,2557.97,2558.37,2558.37,2539.72,77.29733173990176,36.48518358596493,2489.0605,112.0,2489.9318757162728
2017-11-06,2549.41,2557.29,2559.9,2529.94,73.2059596825014,36.69929808916004,2496.8075,112.0,2495.589727647833
2017-11-07,2545.44,2548.3,2554.13,2540.67,71.32048719831835,36.13213084135987,2502.389,112.0,2500.331730915641
2017-11-08,2552.4,2534.48,2558.74,2533.73,72.65041456970424,35.83122053791112,2507.101,112.0,2505.284720949534
2017-11-09,2550.57,2559.93,2559.93,2536.54,71.7088385765184,35.0411486985945,2510.8915,112.0,2509.5924795857127
2017-11-10,2542.95,2541.18,2547.61,2534.6,67.77021300894562,33.41495396752134,2514.358,112.0,2512.765611112318
2017-11-13,2530.35,2548.27,2552.28,2527.2,61.73232696452719,30.754944375170453,2516.873,112.0,2514.438324733193
2017-11-14,2526.64,2532.55,2532.95,2520.99,60.03624198239525,28.02445316321291,2518.9865,112.0,2515.599008140882
2017-11-15,2518.25,2525.6,2526.61,2511.76,56.27100458082761,24.89652468474833,2520.7535,112.0,2515.8511835346303
2017-11-16,2534.79,2522.42,2538.28,2514.51,61.40930708900169,23.481577589828703,2523.84,112.0,2517.6527369731502
2017-11-17,2533.99,2546.05,2559.1,2533.99,61.0357357767562,22.041586816431845,2526.0625,112.0,2519.2068178438235
2017-11-20,2527.67,2536.8,2542.62,2523.52,58.032283369861,20.158043198341147,2527.9435,112.0,2520.011877386069
2017-11-21,2530.7,2533.85,2539.88,2525.96,59.07212219727018,18.694320498146222,2529.954,112.0,2521.028584215752
2017-11-22,2540.51,2546.61,2553.22,2535.19,62.32670522296115,18.11705262194664,2532.3545000000004,112.0,2522.8817523721423
2017-11-23,2537.15,2542.34,2544.58,2532.45,60.55067611554889,17.190280894189982,2535.1804999999995,112.0,2524.239018314426
2017-11-24,2544.33,2539.79,2544.33,2533.98,62.9784086725109,16.84104058447474,2537.5655,112.0,2526.150171379618
2017-11-27,2507.81,2544.74,2546.71,2506.69,47.10092370127144,13.462222215501695,2537.8595,112.0,2524.405564008169
2017-11-28,2514.19,2512.52,2521.06,2500.93,49.49637408711343,11.17053007781078,2537.3975,112.0,2523.433809278987
2017-11-29,2512.9,2517.26,2524.41,2508.66,49.013087361707335,9.144839313775265,2535.219,112.0,2522.43178149325
2017-11-30,2476.37,2502.22,2506.32,2474.28,37.76725616586031,4.539470888234973,2531.7195,112.0,2518.05015812279
2017-12-01,2475.41,2488.92,2488.92,2472.75,37.523592844582,0.8029631942840751,2527.5915,110.6,2513.994016408464
