date,close,open,high,low,volume,volatility
2018-02-01,3577.35,3616.16,3636.22,3567.2,4968.0,-0.88
2018-02-02,3523.28,3570.95,3570.95,3523.28,5023.0,-1.51
2018-02-05,3478.77,3517.24,3517.24,3474.85,4935.0,-1.26
2018-02-06,3394.92,3415.57,3440.38,3362.85,9628.0,-2.41
2018-02-07,3454.52,3408.1,3465.9,3402.34,6713.0,1.76
2018-02-08,3377.3,3433.19,3443.75,3360.54,6305.0,-2.24
2018-02-09,3325.99,3372.19,3379.46,3306.66,7122.0,-1.52
2018-02-12,3368.25,3334.17,3387.07,3334.17,4355.0,1.27
2018-02-13,3340.93,3367.69,3375.23,3340.93,3866.0,-0.81
2018-02-14,3369.83,3350.46,3381.13,3314.5,5513.0,0.87
2018-02-15,3389.63,3373.91,3414.34,3373.91,4675.0,0.59
2018-02-16,3426.8,3398.61,3432.07,3398.61,4877.0,1.1
2018-02-19,3407.79,3432.53,3436.68,3404.09,2587.0,-0.55
2018-02-20,3435.08,3407.66,3436.21,3398.92,3701.0,0.8
2018-02-21,3430.16,3431.68,3432.97,3405.35,3409.0,-0.14
2018-02-22,3431.99,3418.53,3440.19,3393.28,4412.0,0.05
2018-02-23,3441.46,3435.74,3444.23,3423.62,3760.0,0.28
2018-02-26,3463.18,3449.16,3469.98,3449.16,3148.0,0.63
2018-02-27,3458.03,3468.28,3476.21,3448.53,3810.0,-0.15
2018-02-28,3438.96,3451.47,3462.98,3434.04,4037.0,-0.55
2018-03-01,3399.16,3429.96,3435.28,3387.02,4180.0,-1.16
2018-03-02,3324.75,3386.54,3386.54,3316.75,5395.0,-2.19
2018-03-05,3355.32,3314.74,3360.45,3309.25,4811.0,0.92
2018-03-06,3357.86,3366.56,3390.81,3357.86,3965.0,0.08
2018-03-07,3377.36,3354.26,3384.29,3337.39,3509.0,0.58
2018-03-08,3413.28,3376.65,3419.33,3374.77,3827.0,1.06
2018-03-09,3420.54,3410.95,3435.04,3403.06,3362.0,0.21
2018-03-12,3429.48,3434.51,3444.04,3417.97,3010.0,0.26
2018-03-13,3397.35,3430.57,3446.42,3385.64,4176.0,-0.94
2018-03-14,3390.98,3397.48,3417.0,3384.2,3800.0,-0.19
2018-03-15,3414.13,3394.31,3419.01,3391.11,4089.0,0.68
2018-03-16,3437.4,3412.86,3448.63,3411.82,9528.0,0.68
2018-03-19,3394.79,3430.6,3430.6,3386.86,3546.0,-1.24
2018-03-20,3412.08,3398.88,3415.35,3383.17,3071.0,0.51
2018-03-21,3401.04,3413.67,3418.43,3387.29,3646.0,-0.32
2018-03-22,3348.19,3393.61,3394.38,3320.09,5281.0,-1.55
2018-03-23,3298.07,3339.7,3339.7,3279.46,5540.0,-1.5
2018-03-26,3278.72,3301.5,3320.86,3261.86,4083.0,-0.59
2018-03-27,3316.95,3286.7,3336.8,3286.7,3750.0,1.17
2018-03-28,3331.25,3306.34,3331.25,3267.96,4633.0,0.43
2018-03-29,3361.5,3335.69,3379.38,3333.25,3940.0,0.91
2018-04-03,3346.93,3349.02,3359.12,3324.45,3383.0,-0.43
2018-04-04,3340.35,3345.76,3350.97,3300.5,3893.0,-0.2
2018-04-05,3429.95,3353.71,3433.81,3353.71,4251.0,2.68
2018-04-06,3408.1,3419.94,3421.73,3399.97,3162.0,-0.64
2018-04-09,3414.85,3413.89,3433.68,3403.2,2751.0,0.2
2018-04-10,3438.78,3425.82,3445.34,3425.82,3226.0,0.7
2018-04-11,3419.71,3435.64,3435.64,3411.63,3170.0,-0.55
2018-04-12,3443.97,3419.6,3447.52,3413.68,3099.0,0.71
2018-04-13,3448.0,3445.03,3466.99,3438.93,3510.0,0.12
2018-04-16,3441.04,3450.39,3455.03,3435.58,2456.0,-0.2
2018-04-17,3477.91,3444.39,3486.53,3444.39,3766.0,1.07
2018-04-18,3490.89,3476.59,3494.82,3476.59,3424.0,0.37
2018-04-19,3486.6,3492.91,3495.39,3478.63,2942.0,-0.12
2018-04-20,3494.2,3484.56,3505.44,3479.24,4153.0,0.22
2018-04-23,3513.06,3494.07,3514.65,3482.27,3161.0,0.54
2018-04-24,3510.88,3509.4,3523.81,3493.88,4401.0,-0.06
2018-04-25,3485.83,3500.6,3500.6,3464.35,4155.0,-0.71
2018-04-26,3506.03,3485.97,3507.83,3477.23,3894.0,0.58
2018-04-27,3518.78,3510.28,3522.59,3503.59,3568.0,0.36
2018-04-30,3536.52,3516.71,3538.17,3512.7,3659.0,0.5
2018-05-01,3536.26,3536.42,3536.63,3536.07,3645.0,-0.01
2018-05-02,3553.79,3532.87,3557.87,3531.84,4139.0,0.5
2018-05-03,3529.12,3548.09,3549.14,3523.0,3461.0,-0.69
2018-05-04,3550.59,3531.4,3550.59,3524.48,3792.0,0.61
2018-05-07,3564.19,3545.47,3566.06,3540.14,2492.0,0.38
2018-05-08,3557.88,3562.51,3564.73,3541.94,4702.0,-0.18
2018-05-09,3569.74,3559.92,3570.63,3556.96,4172.0,0.33
2018-05-10,3569.71,3564.83,3574.09,3549.26,3645.0,0.0
2018-05-11,3565.52,3565.15,3569.72,3556.22,3006.0,-0.12
2018-05-14,3565.74,3564.9,3568.53,3553.67,2912.0,0.01
2018-05-15,3564.29,3562.46,3570.33,3552.23,3919.0,-0.04
2018-05-16,3562.85,3562.54,3567.6,3550.9,5410.0,-0.04
2018-05-17,3592.18,3562.24,3592.18,3562.24,4385.0,0.82
2018-05-18,3573.76,3582.56,3596.2,3566.53,7174.0,-0.51
2018-05-21,3572.57,3572.48,3584.49,3570.97,3372.0,-0.03
2018-05-22,3587.25,3575.22,3595.1,3572.38,4654.0,0.41
2018-05-23,3541.82,3580.67,3580.67,3528.12,4694.0,-1.27
2018-05-24,3521.76,3543.09,3560.56,3507.39,4506.0,-0.57
2018-05-25,3515.36,3526.43,3551.82,3493.61,6553.0,-0.18
2018-05-28,3482.64,3511.29,3540.03,3473.35,4863.0,-0.93
2018-05-29,3428.14,3467.09,3467.09,3398.32,9241.0,-1.56
2018-05-30,3441.19,3420.79,3446.28,3408.56,7289.0,0.38
2018-05-31,3406.65,3445.07,3455.15,3391.01,8411.0,-1.0
2018-06-01,3453.54,3420.84,3468.14,3420.84,6293.0,1.38
2018-06-04,3469.57,3465.25,3485.33,3463.33,4430.0,0.46
2018-06-05,3456.79,3467.26,3497.32,3456.79,4975.0,-0.37
2018-06-06,3460.82,3457.45,3470.51,3434.35,5370.0,0.12
2018-06-07,3459.77,3468.52,3489.96,3449.69,4178.0,-0.03
2018-06-08,3447.3,3452.35,3454.12,3422.03,4413.0,-0.36
2018-06-11,3480.22,3451.5,3483.7,3451.5,5467.0,0.95
2018-06-12,3475.58,3490.76,3497.03,3472.64,4064.0,-0.13
2018-06-13,3479.56,3475.29,3488.13,3464.26,4269.0,0.11
2018-06-14,3527.11,3466.43,3534.31,3457.12,5464.0,1.37
2018-06-15,3505.02,3528.71,3540.64,3505.02,8612.0,-0.63
2018-06-18,3466.65,3500.25,3500.9,3451.9,3599.0,-1.09
2018-06-19,3435.3,3459.54,3459.54,3410.41,3979.0,-0.9
2018-06-20,3439.6,3443.51,3461.65,3437.24,4026.0,0.13
2018-06-21,3403.51,3442.69,3456.61,3395.27,4038.0,-1.05
2018-06-22,3441.6,3407.29,3441.6,3407.29,3263.0,1.12
2018-06-25,3369.21,3422.6,3425.4,3369.21,3340.0,-2.1
2018-06-26,3368.72,3379.14,3387.09,3363.33,3346.0,-0.01
2018-06-27,3397.13,3368.12,3424.6,3340.85,4850.0,0.84
2018-06-28,3365.52,3383.43,3403.36,3347.94,3915.0,-0.93
