"날짜","종가","시가","고가","저가","거래량","변동 %"
"2021- 10- 07","94.22","94.23","94.28","94.08","","-0.05%"
"2021- 10- 06","94.27","93.99","94.45","93.98","","0.31%"
"2021- 10- 05","93.97","93.83","94.07","93.81","","0.21%"
"2021- 10- 04","93.78","94.07","94.10","93.68","","-0.28%"
"2021- 10- 01","94.04","94.31","94.39","93.99","","-0.21%"
"2021- 09- 30","94.23","94.35","94.50","94.11","","-0.11%"
"2021- 09- 29","94.34","93.72","94.43","93.67","","0.61%"
"2021- 09- 28","93.77","93.41","93.81","93.36","","0.41%"
"2021- 09- 27","93.38","93.28","93.49","93.21","","0.06%"
"2021- 09- 24","93.33","93.07","93.42","93.05","","0.32%"
"2021- 09- 23","93.03","93.48","93.52","92.98","","-0.46%"
"2021- 09- 22","93.46","93.22","93.51","92.99","","0.28%"
"2021- 09- 21","93.20","93.24","93.29","93.05","","-0.08%"
"2021- 09- 20","93.28","93.25","93.45","93.18","","0.09%"
"2021- 09- 17","93.19","92.88","93.25","92.76","","0.28%"
"2021- 09- 16","92.93","92.46","92.96","92.46","","0.41%"
"2021- 09- 15","92.55","92.68","92.68","92.42","","-0.08%"
"2021- 09- 14","92.62","92.62","92.68","92.32","","-0.06%"
"2021- 09- 13","92.68","92.61","92.89","92.57","","0.10%"
"2021- 09- 10","92.58","92.53","92.65","92.33","","0.11%"
"2021- 09- 09","92.48","92.71","92.76","92.38","","-0.19%"
"2021- 09- 08","92.65","92.54","92.86","92.47","","0.15%"
"2021- 09- 07","92.51","92.20","92.57","92.10","","0.52%"
"2021- 09- 06","92.04","92.12","92.31","92.04","","0.00%"
"2021- 09- 03","92.04","92.22","92.26","91.95","","-0.21%"
"2021- 09- 02","92.22","92.51","92.54","92.21","","-0.24%"
"2021- 09- 01","92.45","92.66","92.79","92.38","","-0.19%"
"2021- 08- 31","92.63","92.71","92.75","92.40","","-0.03%"
"2021- 08- 30","92.65","92.68","92.79","92.60","","-0.04%"
"2021- 08- 27","92.69","93.03","93.18","92.63","","-0.40%"
"2021- 08- 26","93.06","92.83","93.08","92.81","","0.26%"
"2021- 08- 25","92.82","92.88","93.13","92.81","","-0.07%"
"2021- 08- 24","92.89","92.99","93.08","92.81","","-0.07%"
"2021- 08- 23","92.96","93.46","93.50","92.95","","-0.58%"
"2021- 08- 20","93.50","93.56","93.73","93.43","","-0.08%"
"2021- 08- 19","93.57","93.14","93.58","93.14","","0.46%"
"2021- 08- 18","93.14","93.14","93.26","92.96","","0.01%"
"2021- 08- 17","93.13","92.62","93.17","92.61","","0.54%"
"2021- 08- 16","92.63","92.52","92.66","92.48","","0.12%"
"2021- 08- 13","92.52","92.97","93.01","92.47","","-0.56%"
"2021- 08- 12","93.04","92.89","93.04","92.85","","0.12%"
"2021- 08- 11","92.92","93.07","93.19","92.80","","-0.14%"
"2021- 08- 10","93.06","92.98","93.14","92.94","","0.12%"
"2021- 08- 09","92.94","92.78","92.99","92.72","","0.16%"
"2021- 08- 06","92.80","92.26","92.84","92.26","","0.60%"
"2021- 08- 05","92.24","92.28","92.35","92.11","","-0.03%"
"2021- 08- 04","92.27","92.04","92.31","91.82","","0.21%"
"2021- 08- 03","92.08","92.06","92.15","91.89","","0.04%"
"2021- 08- 02","92.05","92.09","92.17","91.91","","-0.14%"
"2021- 07- 30","92.17","91.85","92.20","91.78","","0.34%"
"2021- 07- 29","91.86","92.26","92.29","91.86","","-0.50%"
"2021- 07- 28","92.32","92.46","92.75","92.24","","-0.12%"
"2021- 07- 27","92.43","92.63","92.84","92.32","","-0.23%"
"2021- 07- 26","92.65","92.91","92.96","92.53","","-0.28%"
"2021- 07- 23","92.91","92.81","93.02","92.78","","0.10%"
"2021- 07- 22","92.82","92.80","92.92","92.51","","0.07%"
"2021- 07- 21","92.75","92.97","93.19","92.73","","-0.24%"
"2021- 07- 20","92.97","92.88","93.17","92.80","","0.09%"
"2021- 07- 19","92.89","92.71","93.04","92.64","","0.22%"
"2021- 07- 16","92.69","92.59","92.76","92.53","","0.07%"
"2021- 07- 15","92.62","92.39","92.69","92.27","","0.23%"
"2021- 07- 14","92.41","92.80","92.83","92.35","","-0.37%"
"2021- 07- 13","92.75","92.23","92.81","92.14","","0.53%"
"2021- 07- 12","92.26","92.10","92.42","92.08","","0.14%"
"2021- 07- 09","92.13","92.36","92.54","92.09","","-0.31%"
"2021- 07- 08","92.42","92.70","92.79","92.24","","-0.25%"
"2021- 07- 07","92.64","92.53","92.85","92.43","","0.11%"
"2021- 07- 06","92.55","92.24","92.66","92.00","","0.36%"
"2021- 07- 05","92.21","92.24","92.36","92.14","","-0.02%"
"2021- 07- 02","92.23","92.57","92.74","92.18","","-0.40%"
"2021- 07- 01","92.60","92.35","92.60","92.26","","0.17%"
"2021- 06- 30","92.44","92.08","92.45","92.00","","0.42%"
"2021- 06- 29","92.05","91.88","92.19","91.86","","0.18%"
"2021- 06- 28","91.89","91.81","92.01","91.70","","0.04%"
"2021- 06- 25","91.85","91.83","91.88","91.53","","0.04%"
"2021- 06- 24","91.81","91.80","91.91","91.66","","0.01%"
"2021- 06- 23","91.80","91.73","91.90","91.51","","0.05%"
"2021- 06- 22","91.76","91.88","92.14","91.64","","-0.16%"
"2021- 06- 21","91.90","92.32","92.37","91.83","","-0.35%"
"2021- 06- 18","92.22","91.88","92.40","91.81","","0.37%"
"2021- 06- 17","91.89","91.43","92.01","91.31","","0.83%"
"2021- 06- 16","91.13","90.54","91.40","90.44","","0.65%"
"2021- 06- 15","90.54","90.48","90.68","90.35","","0.02%"
"2021- 06- 14","90.52","90.51","90.60","90.41","","-0.04%"
"2021- 06- 11","90.56","90.07","90.61","89.96","","0.53%"
"2021- 06- 10","90.07","90.14","90.31","89.98","","-0.05%"
"2021- 06- 09","90.12","90.13","90.17","89.84","","0.05%"
"2021- 06- 08","90.08","89.99","90.18","89.96","","0.14%"
"2021- 06- 07","89.95","90.13","90.30","89.91","","-0.21%"
"2021- 06- 04","90.14","90.47","90.63","90.03","","-0.42%"
"2021- 06- 03","90.51","89.93","90.55","89.89","","0.67%"
"2021- 06- 02","89.91","89.92","90.25","89.86","","0.09%"
"2021- 06- 01","89.83","89.81","89.94","89.66","","-0.22%"
"2021- 05- 31","90.03","90.06","90.12","89.82","","0.00%"
"2021- 05- 28","90.03","90.03","90.44","89.98","","0.07%"
"2021- 05- 27","89.97","90.08","90.18","89.89","","-0.08%"
"2021- 05- 26","90.04","89.69","90.11","89.59","","0.45%"
"2021- 05- 25","89.64","89.85","89.87","89.54","","-0.23%"
"2021- 05- 24","89.84","90.03","90.10","89.76","","-0.19%"
"2021- 05- 21","90.02","89.78","90.15","89.65","","0.23%"
"2021- 05- 20","89.81","90.21","90.23","89.75","","-0.42%"
"2021- 05- 19","90.19","89.78","90.29","89.69","","0.49%"
"2021- 05- 18","89.75","90.18","90.20","89.69","","-0.46%"
"2021- 05- 17","90.16","90.30","90.43","90.15","","-0.17%"
"2021- 05- 14","90.32","90.76","90.80","90.28","","-0.47%"
"2021- 05- 13","90.75","90.75","90.91","90.59","","0.04%"
"2021- 05- 12","90.71","90.19","90.80","90.16","","0.63%"
"2021- 05- 11","90.14","90.24","90.36","89.98","","-0.08%"
"2021- 05- 10","90.21","90.23","90.34","90.04","","-0.02%"
"2021- 05- 07","90.23","90.88","90.96","90.19","","-0.79%"
"2021- 05- 06","90.95","91.27","91.38","90.88","","-0.39%"
"2021- 05- 05","91.31","91.28","91.44","91.17","","0.02%"
"2021- 05- 04","91.29","91.00","91.40","90.99","","0.38%"
"2021- 05- 03","90.94","91.30","91.39","90.87","","-0.37%"
"2021- 04- 30","91.28","90.63","91.32","90.59","","0.73%"
"2021- 04- 29","90.61","90.55","90.79","90.42","","0.00%"
"2021- 04- 28","90.61","90.90","91.13","90.55","","-0.33%"
"2021- 04- 27","90.91","90.88","91.07","90.81","","0.11%"
"2021- 04- 26","90.81","90.83","90.99","90.68","","-0.06%"
"2021- 04- 23","90.86","91.29","91.30","90.81","","-0.52%"
"2021- 04- 22","91.33","91.11","91.42","91.00","","0.20%"
"2021- 04- 21","91.15","91.21","91.43","91.09","","-0.09%"
"2021- 04- 20","91.24","91.05","91.28","90.86","","0.19%"
"2021- 04- 19","91.07","91.54","91.75","91.03","","-0.53%"
"2021- 04- 16","91.56","91.66","91.81","91.49","","-0.15%"
"2021- 04- 15","91.69","91.63","91.75","91.49","","0.00%"
"2021- 04- 14","91.69","91.83","91.83","91.57","","-0.18%"
"2021- 04- 13","91.85","92.08","92.32","91.79","","-0.31%"
"2021- 04- 12","92.14","92.18","92.33","92.01","","-0.03%"
"2021- 04- 09","92.16","92.07","92.41","92.03","","0.11%"
"2021- 04- 08","92.06","92.42","92.48","92.00","","-0.43%"
"2021- 04- 07","92.46","92.32","92.50","92.14","","0.13%"
"2021- 04- 06","92.33","92.57","92.79","92.27","","-0.28%"
"2021- 04- 05","92.60","93.01","93.11","92.54","","-0.46%"
"2021- 04- 02","93.02","92.89","93.07","92.83","","0.10%"
"2021- 04- 01","92.93","93.22","93.34","92.88","","-0.32%"
"2021- 03- 31","93.23","93.24","93.44","92.99","","-0.07%"
"2021- 03- 30","93.30","92.91","93.35","92.88","","0.38%"
"2021- 03- 29","92.94","92.72","92.96","92.72","","0.19%"
"2021- 03- 26","92.77","92.81","92.87","92.64","","0.26%"
"2021- 03- 25","92.53","92.60","92.92","92.51","","0.00%"
"2021- 03- 24","92.53","92.39","92.61","92.34","","0.21%"
"2021- 03- 23","92.34","91.80","92.39","91.76","","0.65%"
"2021- 03- 22","91.74","92.07","92.15","91.71","","-0.19%"
"2021- 03- 19","91.92","91.83","92.17","91.66","","0.06%"
"2021- 03- 18","91.86","91.40","91.90","91.30","","0.46%"
"2021- 03- 17","91.44","91.86","92.00","91.37","","-0.46%"
"2021- 03- 16","91.86","91.83","92.03","91.68","","0.03%"
"2021- 03- 15","91.83","91.66","91.96","91.54","","0.17%"
"2021- 03- 12","91.68","91.43","91.96","91.40","","0.28%"
"2021- 03- 11","91.42","91.79","91.88","91.36","","-0.44%"
"2021- 03- 10","91.82","92.05","92.24","91.77","","-0.15%"
"2021- 03- 09","91.96","92.46","92.50","91.91","","-0.38%"
"2021- 03- 08","92.31","91.99","92.42","91.84","","0.37%"
"2021- 03- 05","91.98","91.66","92.19","91.62","","0.38%"
"2021- 03- 04","91.63","91.01","91.67","90.97","","0.75%"
"2021- 03- 03","90.95","90.79","91.06","90.63","","0.18%"
"2021- 03- 02","90.79","91.03","91.39","90.72","","-0.28%"
"2021- 03- 01","91.04","90.93","91.14","90.69","","0.18%"
"2021- 02- 26","90.88","90.36","90.97","90.13","","0.83%"
"2021- 02- 25","90.13","90.07","90.29","89.68","","-0.05%"
"2021- 02- 24","90.18","90.10","90.43","89.98","","0.01%"
"2021- 02- 23","90.17","90.02","90.26","89.94","","0.18%"
"2021- 02- 22","90.01","90.34","90.57","90.00","","-0.39%"
"2021- 02- 19","90.36","90.57","90.65","90.18","","-0.25%"
"2021- 02- 18","90.59","90.90","90.98","90.54","","-0.39%"
"2021- 02- 17","90.95","90.71","91.06","90.62","","0.49%"
"2021- 02- 16","90.51","90.29","90.65","90.12","","0.03%"
"2021- 02- 15","90.48","90.45","90.48","90.27","","0.00%"
"2021- 02- 12","90.48","90.41","90.74","90.38","","0.07%"
"2021- 02- 11","90.42","90.46","90.47","90.26","","0.05%"
"2021- 02- 10","90.37","90.49","90.53","90.25","","-0.08%"
"2021- 02- 09","90.44","90.91","90.93","90.43","","-0.54%"
"2021- 02- 08","90.93","91.00","91.24","90.90","","-0.12%"
"2021- 02- 05","91.04","91.49","91.60","90.98","","-0.53%"
"2021- 02- 04","91.53","91.09","91.58","91.08","","0.39%"
"2021- 02- 03","91.17","91.05","91.31","90.99","","-0.03%"
"2021- 02- 02","91.20","91.00","91.29","90.80","","0.24%"
"2021- 02- 01","90.98","90.53","91.06","90.50","","0.44%"
"2021- 01- 29","90.58","90.56","90.78","90.36","","0.14%"
"2021- 01- 28","90.46","90.73","90.86","90.40","","-0.21%"
"2021- 01- 27","90.65","90.15","90.88","90.15","","0.53%"
"2021- 01- 26","90.17","90.39","90.61","90.12","","-0.24%"
"2021- 01- 25","90.39","90.23","90.52","90.08","","0.17%"
"2021- 01- 22","90.24","90.05","90.31","90.05","","0.12%"
"2021- 01- 21","90.13","90.42","90.45","90.05","","-0.38%"
"2021- 01- 20","90.47","90.41","90.70","90.28","","-0.03%"
"2021- 01- 19","90.50","90.73","90.76","90.40","","-0.29%"
"2021- 01- 18","90.76","90.78","90.95","90.71","","-0.01%"
"2021- 01- 15","90.77","90.22","90.80","90.22","","0.59%"
"2021- 01- 14","90.24","90.28","90.58","90.07","","-0.13%"
"2021- 01- 13","90.36","90.00","90.45","89.92","","0.29%"
"2021- 01- 12","90.09","90.52","90.62","90.03","","-0.41%"
"2021- 01- 11","90.46","90.07","90.73","90.03","","0.41%"
"2021- 01- 08","90.10","89.83","90.25","89.66","","0.30%"
"2021- 01- 07","89.83","89.32","89.97","89.32","","0.33%"
"2021- 01- 06","89.53","89.48","89.80","89.21","","0.11%"
"2021- 01- 05","89.44","89.90","89.90","89.43","","-0.48%"
"2021- 01- 04","89.87","89.93","89.94","89.42","","-0.08%"
"2021- 01- 01","89.94","89.93","89.94","89.93","","0.00%"
"2020- 12- 31","89.94","89.61","89.98","89.52","","0.29%"
"2020- 12- 30","89.68","89.98","89.98","89.56","","-0.35%"
"2020- 12- 29","89.99","90.21","90.23","89.85","","-0.38%"
"2020- 12- 28","90.34","90.22","90.38","89.98","","0.02%"
"2020- 12- 25","90.32","90.33","90.42","90.21","","0.00%"
"2020- 12- 24","90.32","90.28","90.38","90.15","","-0.10%"
"2020- 12- 23","90.41","90.52","90.67","90.16","","-0.27%"
"2020- 12- 22","90.65","90.09","90.72","90.06","","0.68%"
"2020- 12- 21","90.04","89.92","91.02","89.92","","0.03%"
"2020- 12- 18","90.02","89.83","90.13","89.83","","0.22%"
"2020- 12- 17","89.82","90.27","90.27","89.73","","-0.69%"
"2020- 12- 16","90.45","90.49","90.70","90.13","","-0.03%"
"2020- 12- 15","90.47","90.69","90.82","90.42","","-0.26%"
"2020- 12- 14","90.71","90.98","90.98","90.42","","-0.29%"
"2020- 12- 11","90.98","90.74","91.04","90.62","","0.17%"
"2020- 12- 10","90.82","91.06","91.15","90.67","","-0.29%"
"2020- 12- 09","91.09","90.92","91.20","90.69","","0.13%"
"2020- 12- 08","90.96","90.90","91.02","90.75","","0.19%"
"2020- 12- 07","90.79","90.81","91.24","90.62","","0.10%"
"2020- 12- 04","90.70","90.71","90.87","90.48","","-0.01%"
"2020- 12- 03","90.71","91.06","91.09","90.51","","-0.44%"
"2020- 12- 02","91.12","91.19","91.50","90.99","","-0.21%"
"2020- 12- 01","91.31","91.94","91.94","91.16","","-0.61%"
"2020- 11- 30","91.87","91.78","92.05","91.51","","0.09%"
"2020- 11- 27","91.79","92.02","92.05","91.76","","-0.22%"
"2020- 11- 26","91.99","91.95","92.17","91.85","","0.00%"
"2020- 11- 25","91.99","92.11","92.26","91.93","","-0.25%"
"2020- 11- 24","92.23","92.53","92.56","92.13","","-0.30%"
"2020- 11- 23","92.50","92.40","92.80","92.02","","0.12%"
"2020- 11- 20","92.39","92.34","92.43","92.21","","0.11%"
"2020- 11- 19","92.29","92.56","92.72","92.24","","-0.02%"
"2020- 11- 18","92.32","92.44","92.51","92.21","","-0.11%"
"2020- 11- 17","92.42","92.49","92.61","92.27","","-0.24%"
"2020- 11- 16","92.64","92.72","92.84","92.46","","-0.12%"
"2020- 11- 13","92.75","92.95","93.00","92.71","","-0.22%"
"2020- 11- 12","92.96","93.01","93.14","92.78","","-0.09%"
"2020- 11- 11","93.04","92.70","93.21","92.61","","0.32%"
"2020- 11- 10","92.75","92.76","92.97","92.60","","0.03%"
"2020- 11- 09","92.72","92.24","92.96","92.13","","0.54%"
"2020- 11- 06","92.23","92.57","92.82","92.18","","-0.32%"
"2020- 11- 05","92.53","93.34","93.54","92.49","","-0.94%"
"2020- 11- 04","93.41","93.09","94.30","93.09","","-0.16%"
"2020- 11- 03","93.55","94.05","94.05","93.29","","-0.61%"
"2020- 11- 02","94.13","93.89","94.29","93.89","","0.10%"
"2020- 10- 30","94.04","93.92","94.08","93.65","","0.09%"
"2020- 10- 29","93.96","93.46","94.10","93.33","","0.59%"
"2020- 10- 28","93.40","93.15","93.64","93.05","","0.50%"
"2020- 10- 27","92.94","93.07","93.13","92.79","","-0.11%"
"2020- 10- 26","93.04","92.76","93.11","92.74","","0.30%"
"2020- 10- 23","92.77","92.93","93.13","92.66","","-0.20%"
"2020- 10- 22","92.95","92.67","92.97","92.61","","0.37%"
"2020- 10- 21","92.61","93.05","93.07","92.47","","-0.49%"
"2020- 10- 20","93.07","93.42","93.50","93.00","","-0.39%"
"2020- 10- 19","93.43","93.72","93.77","93.21","","-0.27%"
"2020- 10- 16","93.68","93.80","93.88","93.53","","-0.19%"
"2020- 10- 15","93.86","93.43","93.90","93.37","","0.51%"
"2020- 10- 14","93.38","93.54","93.67","93.25","","-0.16%"
"2020- 10- 13","93.53","93.03","93.60","93.03","","0.50%"
"2020- 10- 12","93.07","93.06","93.24","93.01","","0.01%"
"2020- 10- 09","93.06","93.56","93.59","93.00","","-0.59%"
"2020- 10- 08","93.61","93.61","93.78","93.50","","-0.03%"
"2020- 10- 07","93.63","93.83","93.90","93.56","","-0.06%"
"2020- 10- 06","93.69","93.43","93.85","93.33","","0.18%"
"2020- 10- 05","93.51","93.81","93.87","93.37","","-0.35%"
"2020- 10- 02","93.84","93.73","94.03","93.69","","0.14%"
"2020- 10- 01","93.71","93.80","93.92","93.53","","-0.19%"
"2020- 09- 30","93.89","93.85","94.19","93.67","","0.00%"
"2020- 09- 29","93.89","94.24","94.30","93.82","","-0.41%"
"2020- 09- 28","94.28","94.58","94.64","94.15","","-0.38%"
"2020- 09- 25","94.64","94.32","94.74","94.19","","0.31%"
"2020- 09- 24","94.35","94.38","94.59","94.20","","-0.04%"
"2020- 09- 23","94.39","93.99","94.43","93.93","","0.43%"
"2020- 09- 22","93.99","93.55","94.08","93.46","","0.35%"
"2020- 09- 21","93.66","93.00","93.78","92.75","","0.79%"
"2020- 09- 18","92.93","92.86","93.01","92.77","","-0.05%"
"2020- 09- 17","92.97","93.15","93.59","92.87","","-0.26%"
"2020- 09- 16","93.21","93.08","93.28","92.78","","0.18%"
"2020- 09- 15","93.05","93.06","93.14","92.79","","0.00%"
"2020- 09- 14","93.05","93.29","93.33","92.87","","-0.30%"
"2020- 09- 11","93.33","93.33","93.38","93.10","","0.00%"
"2020- 09- 10","93.34","93.23","93.45","92.70","","0.09%"
"2020- 09- 09","93.25","93.58","93.66","93.14","","-0.20%"
"2020- 09- 08","93.44","93.05","93.52","93.00","","0.78%"
"2020- 09- 07","92.72","92.97","93.09","92.72","","0.00%"
"2020- 09- 04","92.72","92.80","93.24","92.66","","-0.02%"
"2020- 09- 03","92.74","92.66","93.07","92.65","","-0.12%"
"2020- 09- 02","92.85","92.28","92.87","92.21","","0.55%"
"2020- 09- 01","92.34","92.18","92.40","91.75","","0.21%"
"2020- 08- 31","92.14","92.30","92.48","91.99","","-0.25%"
"2020- 08- 28","92.37","93.02","93.10","92.20","","-0.68%"
"2020- 08- 27","93.00","92.85","93.32","92.42","","0.00%"
"2020- 08- 26","93.01","93.02","93.36","92.85","","-0.01%"
"2020- 08- 25","93.02","93.28","93.35","92.97","","-0.30%"
"2020- 08- 24","93.30","93.20","93.34","92.84","","0.05%"
"2020- 08- 21","93.25","92.72","93.47","92.57","","0.49%"
"2020- 08- 20","92.79","92.96","93.24","92.73","","-0.10%"
"2020- 08- 19","92.89","92.28","93.05","92.15","","0.67%"
"2020- 08- 18","92.27","92.82","92.82","92.13","","-0.62%"
"2020- 08- 17","92.85","93.10","93.12","92.77","","-0.26%"
"2020- 08- 14","93.10","93.22","93.41","93.01","","-0.26%"
"2020- 08- 13","93.33","93.36","93.39","92.93","","-0.12%"
"2020- 08- 12","93.44","93.68","93.90","93.27","","-0.20%"
"2020- 08- 11","93.63","93.60","93.74","93.17","","0.05%"
"2020- 08- 10","93.58","93.39","93.69","93.30","","0.16%"
"2020- 08- 07","93.43","92.81","93.62","92.76","","0.70%"
"2020- 08- 06","92.79","92.77","93.09","92.52","","-0.09%"
"2020- 08- 05","92.87","93.23","93.25","92.56","","-0.55%"
"2020- 08- 04","93.38","93.56","93.83","93.23","","-0.17%"
"2020- 08- 03","93.54","93.46","93.99","93.32","","0.21%"
"2020- 07- 31","93.35","92.82","93.54","92.55","","0.35%"
"2020- 07- 30","93.02","93.32","93.68","92.93","","-0.46%"
"2020- 07- 29","93.45","93.75","93.80","93.18","","-0.26%"
"2020- 07- 28","93.70","93.58","94.01","93.49","","0.03%"
"2020- 07- 27","93.67","94.35","94.42","93.48","","-0.81%"
"2020- 07- 24","94.43","94.77","94.83","94.33","","-0.27%"
"2020- 07- 23","94.69","94.98","95.18","94.59","","-0.31%"
"2020- 07- 22","94.99","95.13","95.41","94.83","","-0.14%"
"2020- 07- 21","95.12","95.75","95.92","95.05","","-0.75%"
"2020- 07- 20","95.83","96.01","96.18","95.73","","-0.11%"
"2020- 07- 17","95.94","96.28","96.33","95.90","","-0.42%"
"2020- 07- 16","96.35","96.00","96.40","95.89","","0.28%"
